Company_name,Company_website,Rating_nr,Rating_recommend_to_friend,Number_of_reviews,Number_of_salaries,Number_of_interviews
 Olive Garden Italian Restaurants ,www.olivegarden.com,3.4, 63% recommended to a friend, 2.8k, 2.3k, 778
 Chevron ,www.chevron.com,3.9, 79% recommended to a friend, 2.5k, 3.2k, 590
 CIBC ,www.cibc.com,3.6, 68% recommended to a friend, 2.5k, 3.1k, 815
 JLL ,www.jll.com,3.4, 65% recommended to a friend, 2.4k, 2.9k, 566
 First Data ,www.firstdata.com,2.9, 44% recommended to a friend, 2.3k, 2.1k, 333
 Mercer ,www.mercer.com,3.4, 63% recommended to a friend, 2.3k, 3.5k, 844
 Visa Inc. ,www.visa.com,3.1, 64% recommended to a friend, 2.3k, 3.6k, 846
 American Airlines ,jobs.aa.com,3.8, 73% recommended to a friend, 2.2k, 3.1k, 1.8k
 Urban Outfitters ,www.urbanoutfitters.com,3.4, 59% recommended to a friend, 2.2k, 2.5k, 1.2k
 Stanford University ,www.stanford.edu,4.2, 84% recommended to a friend, 2.2k, 4.9k, 301
 AMD ,www.amd.com,3.7, 76% recommended to a friend, 2.0k, 4.1k, 513
 Fedex Express ,www.fedex.com,3.9, 77% recommended to a friend, 2.0k, 2.1k, 351
 Continental ,www.continental.com,3.8, 78% recommended to a friend, 1.8k, 3.1k, 536
 Ralph Lauren ,www.ralphlauren.com,3.6, 64% recommended to a friend, 1.8k, 2.5k, 436
 Sopra Steria ,www.soprasteria.com,3.2, 65% recommended to a friend, 1.8k, 2.1k, 423
 Robert Bosch India ,www.boschindia.com,3.5, 70% recommended to a friend, 1.7k, 1.4k, 577
 Autodesk ,www.autodesk.com,3.8, 74% recommended to a friend, 1.7k, 2.5k, 418
 Avis Budget Group ,www.avisbudgetgroup.com,3.0, 48% recommended to a friend, 1.6k, 1.9k, 444
 DuPont ,www.dupont.com,3.5, 64% recommended to a friend, 1.6k, 2.4k, 386
 HCL ,www.hcl.com,3.3, 61% recommended to a friend, 1.5k, 969, 430
 RSM ,www.rsmus.com,3.5, 68% recommended to a friend, 1.4k, 2.7k, 630
 Ecolab ,www.ecolab.com,3.4, 62% recommended to a friend, 1.4k, 1.7k, 333
 FactSet ,www.factset.com,3.8, 81% recommended to a friend, 1.3k, 2.1k, 1.0k
 Leidos ,www.leidos.com,3.4, 63% recommended to a friend, 1.3k, 3.6k, 284
 Rolls-Royce ,www.rolls-royce.com,4.0, 86% recommended to a friend, 1.2k, 1.9k, 535
 Guess? ,www.guess.com,2.9, 42% recommended to a friend, 1.2k, 1.3k, 333
 Luxottica ,www.luxottica.com,3.0, 48% recommended to a friend, 1.2k, 1.3k, 242
 McAfee ,www.mcafee.com,3.4, 61% recommended to a friend, 1.2k, 1.6k, 284
 Cornell University ,hr.cornell.edu,4.3, 88% recommended to a friend, 1.2k, 2.7k, 137
 KBR ,www.kbr.com,3.5, 60% recommended to a friend, 1.1k, 1.4k, 187
 Parker Hannifin ,www.parker.com,3.2, 52% recommended to a friend, 1.1k, 1.9k, 215
 Ritz-Carlton ,www.ritzcarlton.com,4.1, 82% recommended to a friend, 1.1k, 846, 229
 Agilent Technologies ,www.agilent.com,3.7, 76% recommended to a friend, 1.1k, 1.5k, 247
 S&P Global Market Intelligence ,www.spglobal.com,3.6, 69% recommended to a friend, 1.1k, 1.2k, 526
 Western Digital ,jobs.wdc.com,3.3, 61% recommended to a friend, 1.1k, 1.7k, 306
 Zensar Technologies ,www.zensar.com,3.4, 67% recommended to a friend, 1.1k, 1.3k, 391
 Adecco USA ,www.adeccousa.com,3.0, 49% recommended to a friend, 1.1k, 1.2k, 221
 Telefónica ,www.telefonica.com,3.7, 74% recommended to a friend, 1.0k, 1.1k, 173
 DBS Bank ,www.dbs.com,3.3, 60% recommended to a friend, 1.0k, 765, 383
 Cushman & Wakefield ,www.cushmanwakefield.com,3.5, 63% recommended to a friend, 1.0k, 998, 225
 Tiffany & Co. ,www.tiffanycareers.com,3.2, 57% recommended to a friend, 1.0k, 1.4k, 338
 VIPKID ,www.vipkid.com,3.9, 77% recommended to a friend, 1.0k, 296, 356
 Synechron ,www.synechron.com,3.1, 54% recommended to a friend, 970, 2.5k, 271
 Four Seasons ,www.fourseasons.com,3.9, 76% recommended to a friend, 969, 1.5k, 228
 Discovery Communications ,corporate.discovery.com,3.5, 65% recommended to a friend, 934, 1.4k, 298
 ITC Infotech ,www.itcinfotech.com,3.3, 56% recommended to a friend, 918, 1.4k, 243
 MathWorks ,www.mathworks.com,4.3, 88% recommended to a friend, 879, 2.1k, 2.0k
 The Body Shop ,www.thebodyshopcareers.com,2.9, 47% recommended to a friend, 873, 916, 280
 Royal Caribbean Cruises ,www.rclcorporate.com,3.7, 71% recommended to a friend, 857, 726, 155
 Infosys BPM ,www.infosysbpo.com,3.3, 63% recommended to a friend, 858, 472, 171
 RE/MAX ,www.remax.com,4.1, 77% recommended to a friend, 840, 454, 105
 Houghton Mifflin Harcourt ,www.hmhco.com,3.1, 49% recommended to a friend, 795, 743, 155
 Acxiom ,www.acxiom.com,3.6, 60% recommended to a friend, 780, 1.3k, 129
 A.T. Kearney ,www.atkearney.com,4.2, 85% recommended to a friend, 781, 1.6k, 329
 Sony Electronics ,www.sonyjobs.com,3.7, 72% recommended to a friend, 773, 1.1k, 141
